Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalFinishedSF,HouseAge,RemodelAge,OverallQualCond,TotalPorchSF,TotalGarageSize,OverallGrade,BathsPerBed,LotFrontageToLotArea,NeighborhoodMedianPrice
775,20,RL,110.0,14226,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,GasA,Gd,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895,TA,TA,Y,315,45,0,0,0,0,None,None,0,7,2007,New,Partial,395000,3908,1973,1,1,40,45,898,16048,0.6666666666666666,0.0077323211022072265,315000.0
776,120,RM,32.0,4500,None,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,GasA,Ex,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,1998.0,Fin,2,412,TA,TA,Y,0,247,0,0,0,0,None,None,0,6,2009,WD,Normal,162000,2408,2070,11,11,30,247,414,11988,1.0,0.0071111111111111115,153500.0
777,20,RL,86.0,11210,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2005.0,RFn,3,865,TA,TA,Y,144,59,0,0,0,0,None,None,0,7,2006,New,Partial,221500,3228,1634,1,0,35,59,868,14035,0.6666666666666666,0.007671721677074041,197200.0
778,20,RL,100.0,13350,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,241,0,0,0,0,0,MnPrv,None,0,6,2006,WD,Normal,142500,1758,1656,32,32,25,0,442,9870,0.3333333333333333,0.00749063670411985,135000.0
779,90,RH,60.0,8400,None,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630,TA,TA,Y,0,0,0,0,0,0,None,None,0,10,2007,WD,Normal,144000,2020,2020,30,30,25,0,632,9885,0.5,0.007142857142857143,179900.0
780,90,RL,78.0,10530,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1977.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,None,None,0,5,2006,WD,Normal,135000,1979,1979,29,29,30,0,506,11862,0.5,0.007407407407407408,153500.0
781,20,RL,63.0,7875,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402,TA,TA,Y,220,21,0,0,0,0,None,None,0,6,2007,WD,Normal,176000,2490,1253,12,11,35,21,404,13965,0.6666666666666666,0.008,181000.0
782,60,RL,65.0,7153,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1992.0,RFn,2,484,TA,TA,Y,0,124,0,0,0,0,None,None,0,7,2006,WD,Normal,175900,2364,1990,14,14,30,124,486,11952,0.8333333333333334,0.009087096323221026,179900.0
783,20,RL,67.0,16285,None,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,GasA,Ex,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2001.0,RFn,2,605,TA,TA,Y,0,33,0,0,0,0,None,None,0,6,2009,WD,Normal,187100,2843,1430,8,7,35,33,607,14007,0.6666666666666666,0.004114215535769112,197200.0
784,85,RL,69.0,9101,None,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,Ex,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2,602,TA,TA,Y,303,30,0,0,0,0,None,None,0,7,2009,WD,Normal,165500,2207,2207,31,31,30,30,604,9890,1.0,0.00758158444127019,153500.0
785,75,RM,35.0,6300,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,742,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,None,1980.0,None,0,0,None,None,Y,0,291,134,0,0,0,None,None,0,6,2008,WD,Normal,128000,2226,1484,94,7,36,425,0,11484,0.6666666666666666,0.005555555555555556,119000.0
786,20,RL,69.0,9790,None,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,GasA,TA,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457,TA,TA,Y,0,0,0,0,197,0,None,None,0,9,2009,WD,Normal,161500,2714,2223,42,42,30,197,459,11802,0.6666666666666666,0.007048008171603677,182900.0
787,50,RM,60.0,10800,None,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,GasA,TA,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,TA,7,Typ,0,None,Detchd,1961.0,Unf,1,416,TA,TA,Y,0,0,196,0,0,0,None,Shed,1200,6,2010,WD,Normal,139000,2338,2338,95,60,30,196,417,9575,0.5,0.005555555555555556,119000.0
788,60,RL,76.0,10142,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,GasA,Ex,Y,SBrkr,956,1128,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,None,BuiltIn,2004.0,RFn,2,618,TA,TA,Y,0,45,0,0,0,0,None,None,0,1,2010,WD,Normal,233000,3040,2740,6,6,35,45,620,14028,0.625,0.007493591007690791,179900.0
789,20,RM,50.0,6000,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1954.0,Unf,1,281,Fa,TA,Y,0,0,0,0,0,0,None,None,0,8,2008,WD,Normal,107900,1802,901,54,8,28,0,282,7816,0.5,0.008333333333333333,119000.0
790,60,RL,69.0,12205,None,IR1,Low,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,Gd,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,None,Attchd,1966.0,Fin,2,444,TA,TA,Y,133,168,0,0,0,0,None,None,0,7,2007,WD,Normal,187500,2919,2655,41,0,48,168,446,11796,0.5,0.005653420729209341,200250.0
791,120,RL,43.0,3182,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,100,16,0,0,0,0,None,None,0,9,2009,WD,Normal,160200,2290,1161,4,3,35,16,399,14035,1.0,0.013513513513513514,191000.0
792,80,RL,69.0,11333,None,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,GasA,TA,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2,539,TA,TA,Y,120,0,0,0,0,0,None,None,0,5,2007,WD,Normal,146800,2091,1601,31,31,30,0,541,11856,0.3333333333333333,0.006088414365128386,153500.0
793,60,RL,92.0,9920,None,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,GasA,Ex,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Unf,2,455,TA,TA,Y,180,130,0,0,0,0,None,None,0,6,2007,WD,Normal,269790,3130,2875,11,10,35,130,457,13972,0.8333333333333334,0.009274193548387096,301500.0
794,20,RL,76.0,9158,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,GasA,Ex,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2007.0,Fin,2,474,TA,TA,Y,168,130,0,0,0,0,None,None,0,6,2007,New,Partial,225000,2992,1496,0,0,40,130,476,16056,0.6666666666666666,0.008298755186721992,225500.0
795,60,RL,69.0,10832,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,GasA,Ex,Y,SBrkr,1086,809,0,1895,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,409,TA,TA,Y,143,46,0,0,0,0,None,Shed,500,10,2008,WD,Normal,194500,2607,1895,14,12,35,46,411,13958,0.8333333333333334,0.006370014771048744,181000.0
796,60,RL,70.0,8400,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,GasA,TA,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,476,TA,TA,Y,0,50,0,0,204,0,MnPrv,None,0,4,2010,WD,Normal,171000,2214,1564,30,29,36,254,478,11880,0.8333333333333334,0.008333333333333333,179900.0
797,20,RL,71.0,8197,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,528,TA,TA,Y,138,0,0,0,0,0,MnPrv,None,0,4,2007,WD,Normal,143500,1945,1285,30,30,30,0,530,11862,0.5,0.008661705502012932,135000.0
798,20,RL,57.0,7677,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,GasA,Gd,Y,SBrkr,773,0,0,773,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1953.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,None,None,0,4,2008,WD,Abnorml,110000,1546,1343,55,55,25,0,241,9765,0.5,0.007424775302852677,140000.0
799,60,RL,104.0,13518,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,GasA,Ex,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009.0,Fin,3,820,TA,TA,Y,144,78,0,0,0,0,None,None,0,7,2009,New,Partial,485000,5066,3140,1,0,45,78,823,18072,0.875,0.0076934457760023675,315000.0
800,50,RL,60.0,7200,None,Reg,Lvl,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,731,GasA,Ex,Y,SBrkr,981,787,0,1768,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,1,240,TA,TA,Y,0,0,264,0,0,0,MnPrv,None,0,6,2007,WD,Normal,175000,2499,2337,70,57,35,264,241,9685,0.5,0.008333333333333333,139500.0
801,60,RL,79.0,12798,None,IR1,HLS,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,GasA,Gd,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,1,Gd,8,Typ,0,None,Attchd,1997.0,RFn,2,603,TA,TA,Y,403,114,185,0,0,0,None,Shed,400,5,2008,WD,Normal,200000,2304,2150,11,11,30,299,605,11982,0.625,0.006172839506172839,200250.0
802,30,RM,40.0,4800,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,1196,GasA,Ex,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1957.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,None,None,0,7,2007,WD,Normal,109900,2392,1393,91,17,28,0,442,7664,0.5,0.008333333333333333,103000.0
803,60,RL,63.0,8199,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,728,GasA,Ex,Y,SBrkr,728,728,0,1456,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,410,TA,TA,Y,36,18,0,0,0,0,None,None,0,10,2008,WD,Normal,189000,2184,2104,3,3,35,18,412,14035,0.8333333333333334,0.007683863885839737,197200.0
804,60,RL,107.0,13891,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,GasA,Ex,Y,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009.0,RFn,3,1020,TA,TA,Y,52,170,0,0,192,0,None,None,0,1,2009,New,Partial,582933,4556,2822,1,0,45,362,1023,18072,0.875,0.007702829169966165,315000.0
805,20,RL,75.0,9000,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,936,GasA,TA,Y,SBrkr,1128,0,0,1128,0,0,1,0,2,1,TA,5,Min1,0,None,Attchd,1954.0,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,GdWo,None,0,6,2006,WD,Family,118000,2064,1940,52,52,25,0,287,9770,0.5,0.008333333333333333,140000.0
806,20,RL,91.0,12274,None,IR1,Lvl,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,None,Attchd,2008.0,RFn,2,554,TA,TA,Y,0,60,0,0,0,0,None,None,0,7,2008,New,Partial,227680,2845,1428,0,0,35,60,556,14056,0.6666666666666666,0.007414045950790289,225500.0
807,80,RL,75.0,9750,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,980,GasA,Gd,Y,SBrkr,980,0,0,980,0,0,2,0,3,1,TA,6,Typ,0,None,Attchd,1967.0,Fin,1,384,TA,TA,Y,68,0,0,0,0,0,None,None,0,10,2006,WD,Normal,135500,1960,1860,39,39,25,0,385,9835,0.6666666666666666,0.007692307692307693,140000.0
808,70,RL,144.0,21384,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,GasA,Ex,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1923.0,RFn,2,528,TA,TA,Y,0,312,0,0,0,0,None,None,0,5,2009,WD,Normal,223500,2900,2885,86,5,30,312,530,9615,0.5,0.006734006734006734,124300.0
809,80,RL,85.0,13400,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,128,380,1024,GasA,TA,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1966.0,RFn,2,484,TA,TA,Y,0,0,0,0,0,0,GdWo,None,0,6,2006,WD,Normal,159950,2110,1730,40,40,25,0,486,9830,0.3333333333333333,0.006343283582089552,140000.0
810,75,RM,90.0,8100,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,GasA,TA,N,FuseA,1075,1063,0,2138,0,0,2,0,2,3,TA,11,Typ,0,None,Detchd,1910.0,Unf,2,360,Fa,Po,N,40,156,0,0,0,0,MnPrv,None,0,11,2009,WD,Normal,106000,2987,2138,111,44,25,156,362,9490,1.0,0.011111111111111112,119000.0
811,20,RL,78.0,10140,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,GasA,Fa,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1974.0,RFn,2,484,TA,TA,Y,265,0,0,0,0,648,GdPrv,None,0,1,2006,WD,Normal,181000,2349,2349,32,7,36,0,486,11844,0.5,0.007692307692307693,182900.0
812,120,RM,69.0,4438,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,2004.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,None,None,0,6,2008,ConLD,Normal,144500,1696,1510,4,4,30,0,422,12024,1.0,0.015547543938711132,197200.0
813,20,C (all),66.0,8712,None,Reg,Bnk,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,GasA,TA,N,FuseA,1044,0,0,1044,0,0,1,0,2,1,Fa,4,Typ,0,None,Basment,1952.0,Unf,2,504,TA,TA,N,0,0,0,0,0,0,None,Shed,54,6,2010,WD,Alloca,55993,1584,1044,58,58,25,0,506,9760,0.5,0.007575757575757576,103000.0
814,20,RL,75.0,9750,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0,834,1442,GasA,Gd,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,1,TA,7,Typ,0,None,Attchd,1958.0,RFn,1,301,TA,TA,Y,0,0,275,0,0,0,None,Shed,500,4,2007,COD,Normal,157900,2884,2050,49,49,36,275,302,11748,0.375,0.007692307692307693,140000.0
815,50,RL,45.0,8248,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,686,GasW,Gd,Y,SBrkr,686,564,0,1250,0,1,1,1,3,1,Fa,7,Typ,0,None,Detchd,1955.0,Unf,1,280,TA,TA,P,207,0,96,0,0,0,None,None,0,7,2006,WD,Normal,116000,1936,1250,88,56,35,96,281,9590,0.5,0.005455868089233754,121750.0
816,20,RL,48.0,12137,None,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,GasA,Ex,Y,SBrkr,1661,0,0,1661,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1998.0,RFn,2,598,TA,TA,Y,0,34,0,0,0,0,None,None,0,5,2010,WD,Normal,224900,3310,1661,12,12,35,34,600,13986,0.6666666666666666,0.003954848809425723,197200.0
817,20,RL,69.0,11425,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,GasA,Gd,Y,SBrkr,1008,0,0,1008,0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,1954.0,RFn,1,275,TA,TA,Y,0,0,120,0,0,0,None,None,0,7,2006,WD,Normal,137000,2016,1494,52,52,30,120,276,9770,0.5,0.0060393873085339165,140000.0
818,20,RL,69.0,13265,None,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,GasA,Ex,Y,SBrkr,1689,0,0,1689,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3,857,TA,TA,Y,150,59,0,0,0,0,None,None,0,7,2008,WD,Normal,271000,3257,2907,6,6,40,59,860,16016,0.6666666666666666,0.005201658499811534,153500.0
819,80,RL,80.0,8816,None,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0,506,1010,GasA,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1971.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,MnPrv,None,0,6,2010,WD,Normal,155000,2062,1556,39,39,42,0,442,11826,0.3333333333333333,0.009074410163339383,200250.0
820,120,RL,44.0,6371,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,2,484,TA,TA,Y,192,35,0,0,0,0,None,None,0,6,2010,New,Partial,224000,2716,2091,1,0,35,35,486,14063,1.0,0.006906294145346099,315000.0
